ID	TCGA-DD-AACL_Stage_I	TCGA-WJ-A86L_Stage_I	TCGA-EP-A2KC_Stage_I	TCGA-K7-A5RF_Stage_I	TCGA-G3-AAUZ_Stage_I	TCGA-DD-AAD1_Stage_I	TCGA-BD-A3EP_Stage_I	TCGA-DD-AAE6_Stage_I	TCGA-DD-AADJ_Stage_I	TCGA-DD-AAVZ_Stage_I	TCGA-2Y-A9GX_Stage_I	TCGA-DD-A1EG_Stage_I	TCGA-DD-AAE2_Stage_I	TCGA-XR-A8TC_Stage_I	TCGA-FV-A2QR_Stage_I	TCGA-DD-AAD2_Stage_I	TCGA-FV-A2QQ_Stage_I	TCGA-K7-A6G5_Stage_I	TCGA-DD-A4NN_Stage_I	TCGA-2Y-A9HB_Stage_I	TCGA-ED-A7PX_Stage_II	TCGA-DD-AACH_Stage_II	TCGA-ZS-A9CD_Stage_II	TCGA-5R-AA1C_Stage_II	TCGA-FV-A3I0_Stage_II	TCGA-ED-A5KG_Stage_II	TCGA-CC-5258_Stage_II	TCGA-DD-AAVU_Stage_II	TCGA-4R-AA8I_Stage_II	TCGA-KR-A7K7_Stage_II	TCGA-K7-AAU7_Stage_II	TCGA-5C-A9VG_Stage_II	TCGA-UB-A7MA_Stage_II	TCGA-CC-A9FS_Stage_II	TCGA-DD-A1EH_Stage_III	TCGA-DD-A39W_Stage_III	TCGA-CC-A7IE_Stage_III	TCGA-BC-4073_Stage_III	TCGA-CC-A7IH_Stage_III	TCGA-CC-A3MA_Stage_III	TCGA-BC-A216_Stage_III	TCGA-CC-A7II_Stage_III	TCGA-ED-A82E_Stage_III	TCGA-LG-A9QD_Stage_III	TCGA-DD-A4NE_Stage_III	TCGA-G3-A25T_Stage_III	TCGA-ED-A7XO_Stage_III	TCGA-BW-A5NP_Stage_IV	TCGA-DD-A119_Stage_IV	TCGA-DD-A1EK_Stage_IV
ENSG00000250894.1	0.14017	0.450064	1.04737	0.954474	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.590203	0.337279	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.891176	1.24156	0.843392	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000236427.1	0.18062	0.40952	0.654249	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.337279	0.326433	0.419501	0.302854	0.290055	0.275975	0.261445	0.693958	0.245435	0.228013	0.67318	0.207336	0.620653	0.770886	1.24156	0.716821	0.562733	0.14017	0.742137	0.891176	0.315289	0.549614	0.576442	0.590203	1.04737	0.537511	0.525674	0.954474	0.605151	0.514144	0.503	0.491665	0.481051	0.803987	0.636973	0.470334	0.460328	0.450064	0.440182	0.843392	0.430005
ENSG00000259513.1	0.14017	0.440182	0.430005	0.954474	0.419501	1.24156	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.770886	0.337279	0.450064	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.576442	0.326433	0.67318	0.590203	0.605151	0.620653	1.04737	0.636973	0.843392	0.654249	0.693958	0.562733	0.549614	0.537511	0.525674	0.716821	0.803987	0.891176	0.514144	0.503	0.491665	0.481051	0.742137	0.470334	0.460328
ENSG00000207494.1	0.549614	0.891176	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	1.24156	0.358322	0.347782	1.04737	0.337279	0.450064	0.315289	0.302854	0.290055	0.843392	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.326433	0.770886	0.742137	0.954474	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.803987	0.562733	0.537511	0.525674	0.503	0.491665	0.481051	0.470334	0.460328	0.576442	0.514144	0.716821
ENSG00000214558.4	0.40952	0.620653	0.430005	0.481051	0.491665	0.654249	0.358322	0.440182	0.337279	0.605151	0.245435	0.207336	0.347782	0.891176	0.742137	0.14017	0.18062	0.576442	0.843392	0.562733	0.228013	0.549614	0.636973	0.261445	0.275975	0.803987	0.525674	0.290055	0.302854	0.315289	0.326433	0.770886	1.24156	0.590203	0.954474	0.368568	0.503	0.537511	1.04737	0.693958	0.470334	0.460328	0.450064	0.514144	0.716821	0.419501	0.67318	0.399621	0.389312	0.379001
ENSG00000227267.3	0.337279	0.450064	0.954474	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.590203	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	1.24156	0.654249	0.636973	0.620653	0.605151	0.891176	1.04737	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000254173.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.605151	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	1.24156	0.693958	0.67318	0.654249	0.636973	0.620653	0.954474	0.590203	0.576442	1.04737	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000226573.1	0.337279	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	1.04737	0.245435	0.228013	0.207336	0.18062	0.14017	0.742137	0.770886	0.716821	1.24156	0.693958	0.67318	0.654249	0.636973	0.891176	0.620653	0.605151	0.590203	0.803987	0.576442	0.562733	0.954474	0.843392	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000158769.16	0.514144	5.22533	0.620653	0.549614	5.6842	5.10809	0.491665	0.67318	5.114	6.26576	0.590203	5.09102	0.605151	6.35366	5.77003	5.6481	5.35048	5.23363	7.11464	1.24156	0.891176	0.742137	5.32299	0.481051	0.954474	1.04737	0.537511	0.803987	0.716821	0.693958	5.04955	0.843392	0.562733	5.14976	6.37606	0.460328	0.654249	0.525674	0.503	5.96145	0.770886	0.470334	5.63006	0.576442	5.99686	5.37037	5.11508	5.18792	5.88039	0.636973
ENSG00000260865.1	0.326433	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.337279	0.450064	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.843392	0.18062	0.14017	0.954474	0.525674	0.770886	0.716821	0.67318	0.654249	0.620653	1.24156	0.590203	0.576442	0.742137	0.549614	0.537511	0.803987	0.514144	0.503	0.891176	0.481051	0.470334	0.460328	0.562733	0.491665	0.605151	0.636973	0.693958	1.04737
ENSG00000237555.1	0.470334	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.337279	1.24156	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.04737	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.620653
ENSG00000273303.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.620653	1.04737	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.24156	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000249288.1	0.337279	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	1.24156	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.954474	1.04737	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000261651.1	1.24156	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.337279	0.620653	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.04737	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000241003.1	0.460328	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.891176	0.379001	0.368568	0.358322	0.347782	0.337279	0.803987	0.450064	0.315289	0.302854	0.290055	0.275975	0.261445	0.954474	0.245435	0.228013	0.207336	0.18062	1.04737	0.14017	0.326433	0.716821	0.67318	1.24156	0.654249	0.636973	0.843392	0.620653	0.605151	0.590203	0.576442	0.562733	0.549614	0.770886	0.537511	0.525674	0.514144	0.503	0.742137	0.491665	0.481051	0.470334	0.693958
ENSG00000213121.2	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.590203	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.954474	0.576442	1.04737	0.562733	0.549614	0.537511	1.24156	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000199420.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.843392	0.891176	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.954474	0.576442	1.24156	1.04737	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000209042.1	0.891176	0.419501	0.654249	0.40952	0.399621	0.389312	0.803987	0.379001	0.368568	0.358322	0.716821	0.620653	0.347782	0.337279	0.326433	0.430005	0.302854	0.290055	0.275975	0.261445	1.24156	0.245435	0.228013	0.954474	0.207336	0.770886	0.18062	0.742137	0.14017	0.315289	0.843392	0.693958	1.04737	0.562733	0.549614	0.525674	0.514144	0.503	0.491665	0.481051	0.470334	0.67318	0.636973	0.460328	0.450064	0.440182	0.590203	0.537511	0.576442	0.605151
ENSG00000261665.2	0.460328	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	1.04737	0.358322	0.347782	0.337279	0.450064	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.954474	1.24156	0.326433	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.891176	0.654249	0.636973	0.620653	0.605151	0.843392	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334	0.590203
ENSG00000281635.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.620653	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	1.24156	0.67318	0.654249	0.636973	1.04737	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000254884.1	0.590203	1.24156	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.770886	0.347782	0.337279	0.693958	0.440182	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.954474	0.228013	0.207336	1.04737	0.18062	0.14017	0.326433	0.803987	0.605151	0.843392	0.562733	0.549614	0.742137	0.537511	0.716821	0.636973	0.891176	0.503	0.491665	0.654249	0.481051	0.470334	0.460328	0.450064	0.525674	0.514144	0.67318	0.576442	0.620653
ENSG00000200120.1	0.14017	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.337279	0.450064	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	1.24156	0.803987	0.207336	0.18062	1.04737	0.576442	0.326433	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.954474	0.620653	0.605151	0.590203	0.770886	0.843392	0.562733	0.891176	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334	0.460328
ENSG00000225992.1	0.891176	1.24156	0.481051	0.537511	0.693958	0.228013	0.261445	0.358322	0.14017	0.40952	0.399621	0.389312	0.636973	0.379001	0.368568	0.770886	0.347782	0.337279	0.326433	0.419501	0.302854	0.290055	0.275975	0.954474	0.245435	0.742137	0.620653	0.207336	0.18062	0.503	0.315289	0.590203	0.716821	1.04737	0.576442	0.562733	0.549614	0.803987	0.525674	0.514144	0.605151	0.491665	0.843392	0.470334	0.460328	0.654249	0.450064	0.440182	0.67318	0.430005
ENSG00000123243.13	0.450064	0.440182	0.470334	0.67318	0.261445	0.716821	0.636973	0.275975	0.40952	0.389312	0.693958	0.419501	0.207336	0.549614	0.491665	0.654249	0.379001	0.399621	0.525674	0.290055	1.04737	0.358322	0.514144	0.228013	5.49777	0.803987	0.315289	0.368568	0.605151	0.347782	0.954474	0.430005	0.891176	0.590203	0.742137	0.620653	0.460328	0.503	0.337279	1.24156	0.326433	0.537511	6.5932	0.302854	0.481051	0.843392	0.576442	0.770886	0.245435	0.562733
ENSG00000257954.1	0.562733	0.620653	0.450064	0.368568	0.358322	0.590203	0.347782	0.605151	0.302854	0.290055	0.491665	0.419501	0.770886	0.460328	0.843392	0.525674	0.549614	0.228013	0.207336	0.18062	1.04737	1.24156	0.337279	0.14017	0.742137	0.514144	0.693958	0.245435	0.654249	0.261445	0.954474	0.576442	0.275975	0.716821	0.537511	0.315289	0.503	0.40952	0.440182	0.470334	0.891176	0.67318	0.636973	0.379001	0.481051	0.430005	0.399621	0.803987	0.389312	0.326433
ENSG00000251597.1	0.14017	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	1.24156	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.954474	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.605151	0.337279	0.843392	0.803987	1.04737	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.891176	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000225673.3	1.24156	0.891176	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.770886	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.337279	0.693958	0.67318	0.654249	1.04737	0.843392	0.954474	0.576442	0.716821	0.803987	0.537511	0.525674	0.742137	0.503	0.491665	0.481051	0.470334	0.562733	0.549614	0.590203	0.605151	0.620653	0.636973	0.514144
ENSG00000271635.1	0.337279	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	1.04737	0.207336	0.18062	0.14017	0.605151	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.954474	0.590203	0.576442	1.24156	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000197430.9	0.337279	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.954474	0.228013	0.207336	0.18062	0.14017	0.716821	0.742137	0.693958	1.24156	0.803987	0.67318	0.843392	0.891176	0.654249	0.636973	0.620653	0.605151	0.770886	0.590203	0.576442	0.562733	1.04737	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000253663.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.605151	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	1.04737	0.954474	0.590203	0.576442	1.24156	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000259177.1	0.460328	0.954474	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.337279	0.450064	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	1.24156	1.04737	0.18062	0.14017	0.326433	0.693958	0.654249	0.636973	0.843392	0.620653	0.770886	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.716821	0.891176	0.514144	0.503	0.742137	0.491665	0.803987	0.481051	0.470334	0.67318
ENSG00000124467.17	0.207336	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.803987	0.337279	0.654249	0.440182	0.315289	0.302854	0.290055	0.275975	0.67318	0.261445	0.891176	0.636973	0.245435	0.228013	1.04737	0.549614	0.18062	0.14017	0.326433	0.590203	0.843392	0.605151	0.576442	0.562733	0.537511	0.525674	0.693958	0.620653	0.514144	0.503	0.491665	0.742137	1.24156	0.481051	0.470334	0.954474	0.716821	0.460328	0.450064	0.770886
ENSG00000201564.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.605151	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	1.04737	0.954474	0.590203	1.24156	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000137090.10	0.440182	0.419501	0.40952	0.399621	0.389312	0.770886	0.742137	0.379001	0.368568	0.358322	0.347782	0.337279	0.326433	0.430005	0.302854	0.290055	0.275975	0.620653	0.605151	0.261445	1.24156	0.245435	0.228013	0.207336	1.04737	0.843392	0.18062	0.14017	0.716821	0.315289	0.549614	0.562733	0.67318	0.654249	0.590203	0.537511	0.693958	0.803987	0.576442	0.636973	0.514144	0.891176	0.503	0.491665	0.481051	0.954474	0.470334	0.460328	0.450064	0.525674
ENSG00000201746.1	0.440182	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.803987	0.358322	0.843392	0.347782	0.337279	0.326433	0.430005	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.742137	0.18062	1.04737	0.14017	0.954474	0.716821	0.315289	0.891176	0.67318	0.654249	0.770886	0.636973	0.620653	0.605151	0.590203	0.576442	0.562733	0.693958	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334	1.24156	0.460328	0.450064	0.549614
ENSG00000225884.2	0.470334	1.04737	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.954474	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.337279	0.843392	1.24156	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.891176	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.803987
ENSG00000230851.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.620653	1.04737	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.24156	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000156675.14	0.302854	0.450064	0.389312	0.525674	0.14017	0.636973	0.481051	0.419501	0.275975	0.693958	0.605151	0.549614	0.503	0.843392	0.576442	0.514144	0.399621	0.261445	0.491665	0.290055	0.770886	0.803987	0.379001	0.358322	0.67318	0.716821	0.337279	0.207336	0.590203	0.228013	0.654249	0.430005	1.04737	0.368568	0.954474	0.470334	0.315289	0.891176	0.326433	0.620653	0.460328	0.537511	1.24156	0.245435	0.742137	0.440182	0.562733	0.347782	0.18062	0.40952
ENSG00000144677.13	0.430005	0.470334	0.228013	0.460328	0.368568	0.605151	0.326433	0.620653	0.419501	0.379001	0.576442	0.537511	0.290055	0.590203	0.549614	0.399621	0.440182	0.261445	0.40952	0.245435	0.891176	0.770886	0.358322	0.525674	1.04737	0.514144	0.636973	0.450064	0.302854	0.207336	0.716821	0.18062	0.803987	0.491665	0.67318	0.503	0.742137	0.654249	0.337279	0.693958	0.562733	0.481051	0.954474	0.14017	0.389312	0.843392	0.275975	1.24156	0.347782	0.315289
ENSG00000271163.1	1.24156	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.337279	0.440182	0.315289	0.302854	0.290055	0.275975	0.261445	0.716821	0.245435	0.228013	0.843392	0.207336	0.954474	0.18062	0.14017	0.67318	0.326433	0.770886	0.636973	0.742137	0.605151	0.576442	0.803987	0.537511	0.525674	0.514144	0.891176	0.503	0.491665	0.481051	0.470334	1.04737	0.450064	0.654249	0.460328	0.693958	0.549614	0.562733	0.590203	0.620653
ENSG00000272874.1	0.460328	1.04737	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.954474	0.358322	0.843392	0.347782	0.337279	0.450064	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.326433	0.803987	1.24156	0.742137	0.716821	0.693958	0.67318	0.891176	0.654249	0.636973	0.620653	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334	0.770886
ENSG00000214064.3	0.460328	0.440182	0.803987	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.337279	0.450064	0.315289	0.843392	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	1.04737	0.326433	0.742137	0.716821	0.954474	1.24156	0.693958	0.891176	0.67318	0.654249	0.636973	0.620653	0.605151	0.770886	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334	0.590203
ENSG00000185962.1	0.470334	1.24156	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.337279	0.954474	0.843392	0.803987	0.770886	1.04737	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.891176
ENSG00000266139.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.620653	1.04737	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.24156	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000144713.11	8.47618	6.31548	7.18531	6.1555	7.86756	7.03256	7.03213	7.74387	7.80096	7.18358	6.44747	7.08349	6.5264	6.31357	6.04186	6.85186	7.35064	6.5339	7.4802	6.62531	6.42638	6.42832	6.89484	7.45073	7.64825	7.96521	7.74253	8.89447	6.35145	8.20711	7.13494	7.45862	8.13757	6.93158	7.2089	6.68341	9.39881	6.92882	6.66326	7.12288	6.85137	9.14647	6.77177	6.56461	6.51978	8.3305	7.04687	9.41558	7.51039	5.96474
ENSG00000252098.1	0.18062	0.440182	0.430005	0.419501	0.40952	1.24156	0.399621	0.954474	0.389312	0.379001	0.368568	0.358322	0.347782	0.891176	0.337279	0.450064	0.315289	0.302854	0.290055	0.275975	1.04737	0.261445	0.245435	0.228013	0.207336	0.770886	0.14017	0.326433	0.803987	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.843392	0.470334	0.460328
ENSG00000255369.1	0.337279	0.450064	0.440182	0.430005	0.419501	1.24156	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.590203	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.954474	1.04737	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000179008.7	1.04737	0.419501	0.40952	0.399621	0.389312	0.954474	0.742137	0.379001	0.368568	0.843392	0.693958	0.358322	0.636973	0.347782	0.337279	0.326433	0.430005	0.302854	0.290055	0.803987	0.716821	0.275975	0.261445	0.245435	0.228013	0.537511	0.207336	0.18062	0.14017	0.315289	0.620653	0.67318	0.549614	0.562733	0.576442	0.605151	0.590203	0.891176	0.654249	0.525674	0.770886	1.24156	0.514144	0.503	0.491665	0.481051	0.470334	0.460328	0.450064	0.440182
ENSG00000152208.10	0.18062	0.419501	0.843392	0.40952	0.399621	0.389312	0.954474	0.379001	0.368568	0.358322	0.347782	0.742137	0.337279	0.636973	0.326433	0.430005	0.693958	0.302854	0.290055	0.275975	0.261445	1.24156	0.245435	0.228013	0.207336	0.514144	0.716821	0.14017	0.315289	0.537511	0.770886	0.549614	0.654249	0.562733	0.605151	0.590203	0.67318	0.891176	0.803987	0.525674	0.576442	1.04737	0.503	0.491665	0.481051	0.620653	0.470334	0.460328	0.450064	0.440182
ENSG00000158815.9	0.481051	0.770886	0.891176	0.368568	0.843392	0.419501	0.537511	0.803987	0.261445	0.491665	0.389312	0.470334	0.315289	0.605151	0.207336	0.337279	0.358322	0.326433	0.562733	0.503	0.450064	0.693958	0.576442	0.14017	0.379001	0.525674	0.18062	0.399621	0.742137	0.67318	0.590203	0.440182	1.24156	0.514144	0.40952	0.228013	0.954474	0.302854	0.430005	0.245435	0.460328	1.04737	0.620653	0.654249	0.636973	0.347782	0.716821	0.549614	0.290055	0.275975
